,發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,天候,速限,道路型態,事故位置
18008,106,4,29,21,27,2,05中正區,中正區忠孝東路2段與金山南路1段口,0,1,2,C03,2,46,2.0,8,50,4,1
18009,106,5,11,11,9,2,05中正區,中正區台北車站西側門西1門,0,1,1,B03,1,59,3.0,8,50,3,1
18010,106,5,11,11,9,2,05中正區,中正區台北車站西側門西1門,0,1,2,C03,2,22,2.0,8,50,3,1
18011,106,5,11,13,44,2,05中正區,中正區仁愛路2段與新生南路1段口,0,1,1,B02,1,57,3.0,8,50,4,1
18012,106,5,11,13,44,2,05中正區,中正區仁愛路2段與新生南路1段口,0,1,2,C03,1,34,2.0,8,50,4,1
18013,106,5,11,20,40,2,05中正區,中正區濟南路2段與金山南路1段口,0,1,1,B03,1,26,3.0,8,50,15,18
18014,106,5,11,20,40,2,05中正區,中正區濟南路2段與金山南路1段口,0,1,2,H01,2,26,2.0,8,50,15,18
18015,106,5,10,18,46,2,05中正區,中正區金山南路1段與仁愛路2段口,0,1,1,C03,1,44,3.0,7,50,14,9
18016,106,5,10,18,46,2,05中正區,中正區金山南路1段與仁愛路2段口,0,1,2,C03,2,48,2.0,7,50,14,9
18017,106,5,11,20,10,2,05中正區,中正區衡陽路47號,0,1,1,A04,1,49,3.0,7,0,14,9
18018,106,5,11,20,10,2,05中正區,中正區衡陽路47號,0,1,2,H02,2,77,2.0,7,0,14,9
18019,106,5,11,21,30,2,05中正區,中正區新生南路1段148號,0,1,1,C03,1,26,2.0,7,0,14,9
18020,106,5,11,21,30,2,05中正區,中正區新生南路1段148號,0,1,2,B03,2,40,3.0,7,0,14,9
18021,106,5,11,21,30,2,05中正區,中正區新生南路1段148號,0,1,3,B02,2,65,3.0,7,0,14,9
18022,106,5,12,15,25,2,05中正區,中正區中華路1段9巷,0,1,1,B03,2,20,3.0,6,50,14,9
18023,106,5,12,15,25,2,05中正區,中正區中華路1段9巷,0,1,2,C03,1,30,2.0,6,50,14,9
18024,106,5,12,8,15,2,05中正區,中正區愛國西路與博愛路口,0,1,1,B03,1,29,3.0,8,50,4,2
18025,106,5,12,8,15,2,05中正區,中正區愛國西路與博愛路口,0,1,2,F01,2,44,2.0,8,50,4,2
18026,106,5,14,10,20,2,05中正區,中正區仁愛路1段與杭州南路1段口,0,1,1,B12,1,48,3.0,8,50,4,1
18027,106,5,14,10,20,2,05中正區,中正區仁愛路1段與杭州南路1段口,0,1,2,H01,2,59,2.0,8,50,4,1
18028,106,5,1,15,0,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,2,1,B03,1,46,3.0,8,50,4,1
18029,106,5,1,15,0,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,2,2,C03,1,22,2.0,8,50,4,1
18030,106,5,1,15,0,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,2,3,H02,2,24,2.0,8,50,4,1
18031,106,5,29,11,35,2,05中正區,中正區中華路1段與寶慶路口,0,1,1,H01,1,60,2.0,8,50,14,19
18032,106,5,29,11,35,2,05中正區,中正區中華路1段與寶慶路口,0,1,2,B03,2,32,3.0,8,50,14,19
18033,106,5,31,13,43,2,05中正區,中正區忠孝東路2段與八德路1段口,0,1,1,B01,1,58,3.0,8,50,3,2
18034,106,5,31,13,43,2,05中正區,中正區忠孝東路2段與八德路1段口,0,1,2,H02,1,35,3.0,8,50,3,2
18035,106,5,31,13,43,2,05中正區,中正區忠孝東路2段與八德路1段口,0,1,3,C03,2,34,2.0,8,50,3,2
18036,106,5,31,16,14,2,05中正區,中正區公園路與愛國西路口,0,1,1,C03,2,44,2.0,8,50,4,1
18037,106,5,31,16,14,2,05中正區,中正區公園路與愛國西路口,0,1,2,C03,1,46,3.0,8,50,4,1
18038,106,6,7,14,56,2,05中正區,中正區新生南路1段52巷與忠孝東路1段54巷5弄口,0,1,1,B02,1,35,3.0,8,40,14,22
18039,106,6,7,14,56,2,05中正區,中正區新生南路1段52巷與忠孝東路1段54巷5弄口,0,1,2,C03,2,34,2.0,8,40,14,22
18040,106,6,8,0,12,2,05中正區,中正區重慶南路1段與愛國西路口,0,2,1,C03,1,23,2.0,8,50,4,1
18041,106,6,8,0,12,2,05中正區,中正區重慶南路1段與愛國西路口,0,2,2,C03,1,36,2.0,8,50,4,1
18042,106,6,16,16,30,2,05中正區,中正區杭州南路1段與仁愛路1段口,0,1,1,F01,1,58,3.0,6,0,4,2
18043,106,6,16,16,30,2,05中正區,中正區杭州南路1段與仁愛路1段口,0,1,2,C03,2,55,2.0,6,0,4,2
18044,106,4,23,16,50,2,05中正區,中正區重慶南路1段與寶慶路口,0,1,1,B03,2,69,4.0,7,50,4,1
18045,106,4,23,16,50,2,05中正區,中正區重慶南路1段與寶慶路口,0,1,2,C03,2,22,2.0,7,50,4,1
18046,106,3,8,14,0,2,05中正區,中正區林森南路地下道,0,1,1,C03,1,61,2.0,7,0,6,11
18047,106,3,8,14,0,2,05中正區,中正區林森南路地下道,0,1,2,,3,0,,7,0,6,11
18048,106,5,4,12,50,2,05中正區,中正區中華路1段與忠孝西路1段口,0,1,1,C03,2,28,2.0,8,50,5,2
18049,106,5,4,12,50,2,05中正區,中正區中華路1段與忠孝西路1段口,0,1,2,C03,2,25,3.0,8,50,5,2
18050,106,5,8,13,46,2,05中正區,中正區徐州路與林森南路口,0,1,1,B03,1,64,3.0,7,50,4,1
18051,106,5,8,13,46,2,05中正區,中正區徐州路與林森南路口,0,1,2,C03,1,44,2.0,7,50,4,1
18052,106,5,9,10,14,2,05中正區,中正區貴陽街1段與博愛路口,0,1,1,B12,1,57,3.0,7,50,4,1
18053,106,5,9,10,14,2,05中正區,中正區貴陽街1段與博愛路口,0,1,2,C03,1,25,2.0,7,50,4,1
18054,106,5,9,17,33,2,05中正區,中正區信義路2段243巷口,0,1,1,B03,1,26,3.0,8,50,3,2
18055,106,5,9,17,33,2,05中正區,中正區信義路2段243巷口,0,1,2,F01,1,73,2.0,8,50,3,2
18056,106,6,15,14,5,2,05中正區,中正區重慶北路1段與鄭州路口口,0,1,1,,4,0,4.0,6,40,4,1
18057,106,6,15,14,5,2,05中正區,中正區重慶北路1段與鄭州路口口,0,1,2,C03,2,20,2.0,6,40,4,1
18058,106,5,17,7,50,2,05中正區,中正區市民大道1段100號Y6地下道,0,1,1,C03,1,43,3.0,8,30,14,9
18059,106,5,17,7,50,2,05中正區,中正區市民大道1段100號Y6地下道,0,1,2,C04,2,51,2.0,8,30,14,9
18060,106,5,11,8,40,2,05中正區,中正區市民大道2段與金山北路口,0,1,1,B03,2,54,3.0,8,40,3,1
18061,106,5,11,8,40,2,05中正區,中正區市民大道2段與金山北路口,0,1,2,C03,2,22,2.0,8,40,3,1
18062,106,5,11,13,3,2,05中正區,中正區金山北路與八德路1段口,0,1,1,B03,1,52,3.0,8,50,4,1
18063,106,5,11,13,3,2,05中正區,中正區金山北路與八德路1段口,0,1,2,C03,1,36,2.0,8,50,4,1
18064,106,5,12,9,32,2,05中正區,中正區公園路與貴陽街1段口,0,2,1,C04,2,31,2.0,8,50,4,1
18065,106,5,12,9,32,2,05中正區,中正區公園路與貴陽街1段口,0,2,2,C03,1,34,2.0,8,50,4,1
18066,106,5,12,11,20,2,05中正區,中正區金山南路1段81-2號,0,1,1,B03,1,70,3.0,8,50,14,9
18067,106,5,12,11,20,2,05中正區,中正區金山南路1段81-2號,0,1,2,F01,1,67,2.0,8,50,14,9
18068,106,5,21,12,20,2,05中正區,中正區市民大道2段與中山北路1段口,0,1,1,B03,2,41,3.0,8,50,4,1
18069,106,5,21,12,20,2,05中正區,中正區市民大道2段與中山北路1段口,0,1,2,C03,1,26,2.0,8,50,4,1
18070,106,5,21,13,30,2,05中正區,中正區忠孝東路1段與鎮江街口,0,1,1,B01,1,55,3.0,8,50,4,1
18071,106,5,21,13,30,2,05中正區,中正區忠孝東路1段與鎮江街口,0,1,2,H01,1,70,2.0,8,50,4,1
18072,106,5,24,15,54,2,05中正區,中正區博愛路80號,0,2,1,H01,2,78,2.0,7,50,14,9
18073,106,5,24,15,54,2,05中正區,中正區博愛路80號,0,2,2,C03,2,19,2.0,7,50,14,9
18074,106,5,27,20,5,2,05中正區,中正區中山北路1段與北平西路口,0,1,1,B03,1,46,3.0,8,50,4,1
18075,106,5,27,20,5,2,05中正區,中正區中山北路1段與北平西路口,0,1,2,C03,1,19,2.0,8,50,4,1
18076,106,5,10,2,11,2,05中正區,中正區仁愛路2段與臨沂街口口,0,1,1,B03,1,37,3.0,8,50,4,1
18077,106,5,10,2,11,2,05中正區,中正區仁愛路2段與臨沂街口口,0,1,2,C03,1,32,2.0,8,50,4,1
18078,106,5,13,8,46,2,05中正區,中正區忠孝東路1段70巷口,0,1,1,B01,1,44,3.0,6,50,3,2
18079,106,5,13,8,46,2,05中正區,中正區忠孝東路1段70巷口,0,1,2,C03,1,27,2.0,6,50,3,2
18080,106,5,20,15,31,2,05中正區,中正區忠孝東路1段與杭州南路1段口口,0,1,1,B01,1,58,3.0,8,50,4,1
18081,106,5,20,15,31,2,05中正區,中正區忠孝東路1段與杭州南路1段口口,0,1,2,H01,1,83,2.0,8,50,4,1
18082,106,5,25,17,10,2,05中正區,中正區林森南路與濟南路1段口口,0,1,1,C03,1,23,2.0,8,50,4,1
18083,106,5,25,17,10,2,05中正區,中正區林森南路與濟南路1段口口,0,1,2,B12,1,33,3.0,8,50,4,1
18084,106,5,14,6,50,2,05中正區,中正區忠孝西路1段與館前路口口,0,2,1,B02,1,48,3.0,8,50,4,1
18085,106,5,14,6,50,2,05中正區,中正區忠孝西路1段與館前路口口,0,2,2,H01,2,32,2.0,8,50,4,1
18086,106,5,14,6,50,2,05中正區,中正區忠孝西路1段與館前路口口,0,2,3,H01,2,48,2.0,8,50,4,1
18087,106,5,15,8,0,2,05中正區,中正區重慶南路1段與襄陽路口口,0,1,1,C03,1,56,2.0,7,50,4,1
18088,106,5,15,8,0,2,05中正區,中正區重慶南路1段與襄陽路口口,0,1,2,,3,0,,7,50,4,1
18089,106,5,15,15,17,2,05中正區,中正區徐州路2號台大醫院急診人行道,0,1,1,B03,1,73,3.0,6,50,4,1
18090,106,5,15,15,17,2,05中正區,中正區徐州路2號台大醫院急診人行道,0,1,2,C03,2,46,2.0,6,50,4,1
18091,106,5,21,23,10,2,05中正區,中正區市民大道1段與承德路1段口口,0,2,1,C03,1,19,2.0,8,50,4,1
18092,106,5,21,23,10,2,05中正區,中正區市民大道1段與承德路1段口口,0,2,2,C03,1,21,2.0,8,50,4,1
18093,106,5,31,21,30,2,05中正區,中正區忠孝東路1段與林森北路口口,0,1,1,C03,1,22,2.0,8,50,4,1
18094,106,5,31,21,30,2,05中正區,中正區忠孝東路1段與林森北路口口,0,1,2,B03,1,22,3.0,8,50,4,1
18095,106,6,2,22,16,2,05中正區,中正區忠孝東路2段101號前,0,2,1,C03,1,20,2.0,6,40,14,8
18096,106,6,2,22,16,2,05中正區,中正區忠孝東路2段101號前,0,2,2,B03,3,0,,6,40,14,8
18097,106,6,2,22,16,2,05中正區,中正區忠孝東路2段101號前,0,2,3,H02,2,21,2.0,6,40,14,8
18098,106,5,10,8,15,2,05中正區,中正區館前路與開封街1段口,0,1,1,C02,1,35,3.0,8,50,3,2
18099,106,5,10,8,15,2,05中正區,中正區館前路與開封街1段口,0,1,2,C03,1,40,3.0,8,50,3,2
18100,106,5,10,8,15,2,05中正區,中正區館前路與開封街1段口,0,1,3,H02,2,35,2.0,8,50,3,2
18101,106,5,10,14,0,2,05中正區,中正區凱達格蘭大道與公園路口,0,1,1,B03,2,62,3.0,8,50,4,1
18102,106,5,10,14,0,2,05中正區,中正區凱達格蘭大道與公園路口,0,1,2,C03,1,37,2.0,8,50,4,1
18103,106,5,11,6,37,2,05中正區,中正區市民大道1段168號,0,1,1,B03,1,46,3.0,8,40,3,1
18104,106,5,11,6,37,2,05中正區,中正區市民大道1段168號,0,1,2,C03,1,23,2.0,8,40,3,1
18105,106,5,11,9,30,2,05中正區,中正區開封街1段與延平南路口,0,2,1,C03,2,24,2.0,8,50,4,1
18106,106,5,11,9,30,2,05中正區,中正區開封街1段與延平南路口,0,2,2,C03,2,69,2.0,8,50,4,1
18107,106,5,11,11,50,2,05中正區,中正區中華路1段與忠孝西路1段口,0,1,1,B03,1,40,3.0,8,50,4,1
18108,106,5,11,11,50,2,05中正區,中正區中華路1段與忠孝西路1段口,0,1,2,C03,1,22,2.0,8,50,4,1
18109,106,5,16,14,44,2,05中正區,中正區金山北路與忠孝東路2段口,0,1,1,H01,1,30,3.0,6,0,4,2
18110,106,5,16,14,44,2,05中正區,中正區金山北路與忠孝東路2段口,0,1,2,C03,2,28,2.0,6,0,4,2
18111,106,5,16,18,30,2,05中正區,中正區市民大道2段與天津街口,0,2,1,C03,1,59,2.0,6,40,4,1
18112,106,5,16,18,30,2,05中正區,中正區市民大道2段與天津街口,0,2,2,B03,2,51,3.0,6,40,4,1
18113,106,5,16,18,30,2,05中正區,中正區市民大道2段與天津街口,0,2,3,C03,2,28,2.0,6,40,4,1
18114,106,5,16,18,30,2,05中正區,中正區市民大道2段與天津街口,0,2,4,B03,1,31,3.0,6,40,4,1
18115,106,5,17,17,37,2,05中正區,中正區中山北路1段與市民大道2段口,0,1,1,C03,1,43,2.0,8,50,4,2
18116,106,5,17,17,37,2,05中正區,中正區中山北路1段與市民大道2段口,0,1,2,A02,1,44,3.0,8,50,4,2
18117,106,5,21,9,5,2,05中正區,中正區金山南路1段106號,0,1,2,C03,2,42,2.0,7,50,3,1
18118,106,5,21,9,5,2,05中正區,中正區金山南路1段106號,0,1,1,B03,1,47,3.0,7,50,3,1
18119,106,5,21,9,5,2,05中正區,中正區金山南路1段106號,0,1,3,B03,1,30,3.0,7,50,3,1
18120,106,5,23,17,59,2,05中正區,中正區林森南路61巷口,0,1,2,C03,2,37,2.0,7,50,4,2
18121,106,5,23,17,59,2,05中正區,中正區林森南路61巷口,0,1,1,C03,1,64,4.0,7,50,4,2
18122,106,5,18,10,50,2,05中正區,中正區中山南路與常德街口,0,1,1,C03,1,34,2.0,8,0,3,2
18123,106,5,18,10,50,2,05中正區,中正區中山南路與常德街口,0,1,2,C03,1,41,3.0,8,0,3,2
18124,106,5,19,9,20,2,05中正區,中正區鄭州路與延平北路口,0,2,1,B03,1,37,3.0,6,40,14,9
18125,106,5,19,9,20,2,05中正區,中正區鄭州路與延平北路口,0,2,2,C03,1,26,2.0,6,40,14,9
18126,106,5,19,9,20,2,05中正區,中正區鄭州路與延平北路口,0,2,3,H02,2,22,2.0,6,40,14,9
18127,106,5,20,10,10,2,05中正區,中正區中華路1段與漢口街1段口,0,2,1,C03,1,23,2.0,8,50,4,2
18128,106,5,20,10,10,2,05中正區,中正區中華路1段與漢口街1段口,0,2,2,H01,1,81,2.0,8,50,4,2
18129,106,5,20,11,15,2,05中正區,中正區懷寧街103號,0,1,1,B03,1,42,3.0,8,50,14,9
18130,106,5,20,11,15,2,05中正區,中正區懷寧街103號,0,1,2,C03,2,40,2.0,8,50,14,9
18131,106,5,25,20,25,2,05中正區,中正區公園路與許昌街口,0,2,1,C03,1,21,2.0,8,50,14,18
18132,106,5,25,20,25,2,05中正區,中正區公園路與許昌街口,0,2,2,H01,2,26,2.0,8,50,14,18
18133,106,5,26,17,30,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,2,1,C03,2,20,3.0,8,50,4,2
18134,106,5,26,17,30,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,2,2,C03,1,38,2.0,8,50,4,2
18135,106,5,26,17,30,2,05中正區,中正區重慶南路1段與貴陽街1段口,0,2,3,H02,2,20,2.0,8,50,4,2
18136,106,5,26,23,55,2,05中正區,中正區仁愛路1段與林森南路口,0,2,1,C03,1,22,2.0,8,50,4,1
18137,106,5,26,23,55,2,05中正區,中正區仁愛路1段與林森南路口,0,2,2,C03,1,23,2.0,8,50,4,1
18138,106,5,27,17,0,2,05中正區,中正區公園路與凱達格蘭大道口,0,3,1,B03,1,35,3.0,6,50,4,2
18139,106,5,27,17,0,2,05中正區,中正區公園路與凱達格蘭大道口,0,3,2,C03,1,46,2.0,6,50,4,2
18140,106,5,27,17,0,2,05中正區,中正區公園路與凱達格蘭大道口,0,3,3,H02,2,45,2.0,6,50,4,2
18141,106,5,27,17,0,2,05中正區,中正區公園路與凱達格蘭大道口,0,3,4,H02,1,11,2.0,6,50,4,2
18142,106,5,31,7,25,2,05中正區,中正區林森北路18號停車格,0,1,1,C03,2,25,2.0,7,50,14,9
18143,106,5,31,7,25,2,05中正區,中正區林森北路18號停車格,0,1,2,B03,1,49,3.0,7,50,14,9
18144,106,5,31,15,35,2,05中正區,中正區凱達格蘭大道景福門,0,1,1,C03,1,30,2.0,8,50,15,22
18145,106,5,31,15,35,2,05中正區,中正區凱達格蘭大道景福門,0,1,2,B02,1,55,3.0,8,50,15,22
18146,106,5,19,19,24,2,05中正區,中正區杭州南路1段15號,0,1,1,,4,0,4.0,6,0,14,7
18147,106,5,19,19,24,2,05中正區,中正區杭州南路1段15號,0,1,2,H01,2,64,2.0,6,0,14,7
18148,106,6,1,22,0,2,05中正區,中正區新生南路2段與仁愛路2段口,0,1,1,B03,1,59,3.0,8,50,4,1
18149,106,6,1,22,0,2,05中正區,中正區新生南路2段與仁愛路2段口,0,1,2,C03,2,35,2.0,8,50,4,1
18150,106,5,18,7,20,2,05中正區,中正區林森北路11號,0,1,1,C03,1,53,3.0,8,50,14,9
18151,106,5,18,7,20,2,05中正區,中正區林森北路11號,0,1,2,C03,1,36,2.0,8,50,14,9
18152,106,5,19,9,37,2,05中正區,中正區公園路與凱達格蘭大道口介壽所前,0,1,1,H01,1,31,3.0,7,50,4,2
18153,106,5,19,9,37,2,05中正區,中正區公園路與凱達格蘭大道口介壽所前,0,1,2,C03,1,20,2.0,7,50,4,2
18154,106,5,23,6,0,2,05中正區,中正區徐州路與林森南路口,0,1,1,A41,1,61,3.0,7,0,4,1
18155,106,5,23,6,0,2,05中正區,中正區徐州路與林森南路口,0,1,2,C03,1,53,2.0,7,0,4,1
18156,106,5,23,18,21,2,05中正區,中正區仁愛路1段與林森南路1段口,0,3,1,C03,1,53,2.0,7,0,4,2
18157,106,5,23,18,21,2,05中正區,中正區仁愛路1段與林森南路1段口,0,3,2,C03,1,20,2.0,7,0,4,2
18158,106,5,23,18,21,2,05中正區,中正區仁愛路1段與林森南路1段口,0,3,3,H02,2,20,2.0,7,0,4,2
18159,106,5,22,22,10,2,05中正區,中正區新生南路1段50-2號,0,2,1,C03,2,30,2.0,7,0,14,9
18160,106,5,22,22,10,2,05中正區,中正區新生南路1段50-2號,0,2,2,C03,1,20,2.0,7,0,14,9
18161,106,5,22,22,10,2,05中正區,中正區新生南路1段50-2號,0,2,3,C03,1,21,3.0,7,0,14,9
18162,106,5,31,9,20,2,05中正區,中正區中華路1段與忠孝西路1段口,0,1,1,B03,1,58,3.0,7,50,14,9
18163,106,5,31,9,20,2,05中正區,中正區中華路1段與忠孝西路1段口,0,1,2,C03,1,26,2.0,7,50,14,9
18164,106,6,5,16,2,2,05中正區,中正區臨沂街32巷,0,2,1,C03,1,38,2.0,8,0,4,2
18165,106,6,5,16,2,2,05中正區,中正區臨沂街32巷,0,2,2,C03,1,24,2.0,8,0,4,2
18166,106,6,5,16,2,2,05中正區,中正區臨沂街32巷,0,2,3,,3,0,,8,0,4,2
18167,106,6,9,14,0,2,05中正區,中正區林森南路與信義路1段口,0,1,1,H01,1,21,2.0,8,50,4,1
18168,106,6,9,14,0,2,05中正區,中正區林森南路與信義路1段口,0,1,2,B01,1,61,3.0,8,50,4,1
18169,106,5,30,10,10,2,05中正區,中正區市民大道1段與林森北路口,0,1,1,B03,2,42,3.0,8,50,4,1
18170,106,5,30,10,10,2,05中正區,中正區市民大道1段與林森北路口,0,1,2,B01,1,65,3.0,8,50,4,1
18171,106,5,30,10,10,2,05中正區,中正區市民大道1段與林森北路口,0,1,3,H02,2,36,2.0,8,50,4,1
18172,106,6,5,0,30,2,05中正區,中正區新生南路1段與信義路1段口,0,1,1,C03,1,18,2.0,8,50,4,2
18173,106,6,5,0,30,2,05中正區,中正區新生南路1段與信義路1段口,0,1,2,B01,1,52,3.0,8,50,4,2
18174,106,6,5,14,55,2,05中正區,中正區凱達格蘭大道景福門,0,1,1,B03,2,34,3.0,7,50,16,22
18175,106,6,5,14,55,2,05中正區,中正區凱達格蘭大道景福門,0,1,2,B01,1,66,3.0,7,50,16,22
18176,106,6,5,14,55,2,05中正區,中正區凱達格蘭大道景福門,0,1,3,H02,1,43,2.0,7,50,16,22
18177,106,6,8,12,14,2,05中正區,中正區林森南路99巷2弄口,0,1,1,B01,1,49,3.0,8,40,4,1
18178,106,6,8,12,14,2,05中正區,中正區林森南路99巷2弄口,0,1,2,C03,2,63,2.0,8,40,4,1
18179,106,6,16,23,30,2,05中正區,中正區中山北路1段與市民大道1段口往東迴轉道,0,1,1,B03,1,28,3.0,6,40,3,2
18180,106,6,16,23,30,2,05中正區,中正區中山北路1段與市民大道1段口往東迴轉道,0,1,2,C03,1,26,2.0,6,40,3,2
18181,106,5,23,6,25,2,05中正區,中正區市民大道1段與承德路1段口,0,2,2,C03,1,18,2.0,8,0,4,2
18182,106,5,23,6,25,2,05中正區,中正區市民大道1段與承德路1段口,0,2,1,,3,0,,8,0,4,2
18183,106,5,23,6,25,2,05中正區,中正區市民大道1段與承德路1段口,0,2,3,H02,1,17,2.0,8,0,4,2
18184,106,5,24,11,0,2,05中正區,中正區市民大道1段M2前迴轉道,0,2,1,C03,1,27,2.0,8,50,14,6
18185,106,5,24,11,0,2,05中正區,中正區市民大道1段M2前迴轉道,0,2,2,C03,1,22,2.0,8,50,14,6
18186,106,5,25,8,25,2,05中正區,中正區中山南路與濟南路1段口,0,1,1,C03,1,31,3.0,6,50,14,8
18187,106,5,25,8,25,2,05中正區,中正區中山南路與濟南路1段口,0,1,2,C03,1,21,2.0,6,50,14,8
18188,106,5,25,11,30,2,05中正區,中正區中華路1段與貴陽街1段口,0,1,1,B03,1,59,3.0,8,50,4,1
18189,106,5,25,11,30,2,05中正區,中正區中華路1段與貴陽街1段口,0,1,2,C03,1,30,2.0,8,50,4,1
18190,106,5,25,14,37,2,05中正區,中正區中華路1段與漢口街1段口,0,1,1,B01,1,63,3.0,8,50,4,2
18191,106,5,25,14,37,2,05中正區,中正區中華路1段與漢口街1段口,0,1,2,C04,1,59,2.0,8,50,4,2
18192,106,5,28,11,30,2,05中正區,中正區仁愛路2段47號,0,1,1,F01,1,78,2.0,8,0,14,22
18193,106,5,28,11,30,2,05中正區,中正區仁愛路2段47號,0,1,2,H01,1,46,3.0,8,0,14,22
18194,106,5,30,2,30,2,05中正區,中正區忠孝西路1段與中華路1段口,0,1,1,B03,1,30,3.0,8,50,5,1
18195,106,5,30,2,30,2,05中正區,中正區忠孝西路1段與中華路1段口,0,1,2,C03,1,18,2.0,8,50,5,1
18196,106,5,31,15,30,2,05中正區,中正區懷寧街與貴陽街1段口,0,1,1,B01,1,59,3.0,8,50,3,1
18197,106,5,31,15,30,2,05中正區,中正區懷寧街與貴陽街1段口,0,1,2,C03,1,41,3.0,8,50,3,1
18198,106,5,31,15,30,2,05中正區,中正區懷寧街與貴陽街1段口,0,1,3,H02,2,38,2.0,8,50,3,1
18199,106,5,31,16,50,2,05中正區,中正區中山北路1段與市民大道1段口,0,1,1,C03,2,20,3.0,8,50,4,3
18200,106,5,31,16,50,2,05中正區,中正區中山北路1段與市民大道1段口,0,1,2,C03,1,36,2.0,8,50,4,3
18201,106,6,1,7,49,2,05中正區,中正區公園路外交部停車場出入口,0,1,2,C03,1,58,2.0,8,50,14,9
18202,106,6,1,7,49,2,05中正區,中正區公園路外交部停車場出入口,0,1,1,B12,1,40,,8,50,14,9
18203,106,6,11,16,15,2,05中正區,中正區仁愛路2段與金山南路1段口,0,1,1,B03,1,33,4.0,6,50,4,1
18204,106,6,11,16,15,2,05中正區,中正區仁愛路2段與金山南路1段口,0,1,2,C03,1,24,2.0,6,50,4,1
18205,106,6,6,7,56,2,05中正區,中正區銅山街與銅山街11巷口,0,1,1,C03,1,28,2.0,8,40,4,1
18206,106,6,6,7,56,2,05中正區,中正區銅山街與銅山街11巷口,0,1,2,B03,1,30,3.0,8,40,4,1
18207,106,6,11,22,35,2,05中正區,中正區杭州南路1段與青島東路1段口,0,1,1,B01,1,62,3.0,6,50,3,1
18208,106,6,11,22,35,2,05中正區,中正區杭州南路1段與青島東路1段口,0,1,2,C03,1,20,2.0,6,50,3,1
18209,106,6,12,17,35,2,05中正區,中正區重慶南路1段與愛國西路口,0,1,1,C03,2,21,2.0,6,50,4,1
18210,106,6,12,17,35,2,05中正區,中正區重慶南路1段與愛國西路口,0,1,2,C03,1,35,3.0,6,50,4,1
18211,106,5,26,19,39,2,05中正區,中正區重慶南路1段與凱達格蘭大道口,0,1,1,B03,2,66,3.0,7,50,3,1
18212,106,5,26,19,39,2,05中正區,中正區重慶南路1段與凱達格蘭大道口,0,1,2,C03,1,24,2.0,7,50,3,1
18213,106,6,3,9,57,2,05中正區,中正區濟南路2段11號,0,1,1,B02,2,50,3.0,6,50,14,9
18214,106,6,3,9,57,2,05中正區,中正區濟南路2段11號,0,1,2,C03,1,31,2.0,6,50,14,9
18215,106,6,9,15,15,2,05中正區,中正區金山南路1段123巷口,0,1,1,B03,1,36,3.0,7,50,3,1
18216,106,6,9,15,15,2,05中正區,中正區金山南路1段123巷口,0,1,2,C03,1,36,2.0,7,50,3,1
18217,106,6,9,16,30,2,05中正區,中正區中山南路與青島西路口,0,1,1,B03,1,53,3.0,7,50,4,1
18218,106,6,9,16,30,2,05中正區,中正區中山南路與青島西路口,0,1,2,C03,1,57,2.0,7,50,4,1
18219,106,6,9,22,40,2,05中正區,中正區忠孝西路1段(北門旁),0,1,1,C03,1,23,2.0,7,50,15,9
18220,106,6,9,22,40,2,05中正區,中正區忠孝西路1段(北門旁),0,1,2,C01,1,25,3.0,7,50,15,9
18221,106,6,13,11,44,2,05中正區,中正區市民大道1段台北車站北二門,0,2,1,C03,1,19,2.0,7,40,14,9
18222,106,6,13,11,44,2,05中正區,中正區市民大道1段台北車站北二門,0,2,2,C03,1,20,2.0,7,40,14,9
18223,106,6,13,11,44,2,05中正區,中正區市民大道1段台北車站北二門,0,2,3,A04,1,42,3.0,7,40,14,9
18224,106,6,14,10,0,2,05中正區,中正區公園路與凱達格蘭大道口,0,1,1,B03,2,23,3.0,6,50,4,1
18225,106,6,14,10,0,2,05中正區,中正區公園路與凱達格蘭大道口,0,1,2,C03,1,35,2.0,6,50,4,1
18226,106,6,6,20,0,2,05中正區,中正區衡陽路57號前,0,1,1,A02,1,52,3.0,7,50,14,9
18227,106,6,6,20,0,2,05中正區,中正區衡陽路57號前,0,1,2,H02,2,60,2.0,7,50,14,9
18228,106,6,6,21,35,2,05中正區,中正區仁愛路1段與金山南路1段口,0,4,1,C03,1,29,2.0,7,50,4,1
18229,106,6,6,21,35,2,05中正區,中正區仁愛路1段與金山南路1段口,0,4,2,C03,2,20,2.0,7,50,4,1
18230,106,6,6,21,35,2,05中正區,中正區仁愛路1段與金山南路1段口,0,4,3,C03,1,22,2.0,7,50,4,1
18231,106,6,6,21,35,2,05中正區,中正區仁愛路1段與金山南路1段口,0,4,4,H02,2,22,2.0,7,50,4,1
18232,106,6,12,20,52,2,05中正區,中正區中山北路1段與北平東路口,0,1,1,B01,1,54,3.0,7,50,4,1
18233,106,6,12,20,52,2,05中正區,中正區中山北路1段與北平東路口,0,1,2,C03,1,45,2.0,7,50,4,1
