,發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,天候,速限,道路型態,事故位置
17791,107,6,1,8,40,2,05中正區,中正區忠孝東路2段與金山北路口,0,1,1,B03,1,61.0,3.0,6,50,14.0,9.0
17792,107,6,1,8,40,2,05中正區,中正區忠孝東路2段與金山北路口,0,1,2,C03,2,42.0,2.0,6,50,14.0,9.0
17793,107,6,4,8,20,2,05中正區,中正區中山北路1段與北平東路口,0,1,1,B01,1,63.0,3.0,8,50,15.0,18.0
17794,107,6,4,8,20,2,05中正區,中正區中山北路1段與北平東路口,0,1,2,H01,2,46.0,2.0,8,50,15.0,18.0
17795,107,6,5,8,56,2,05中正區,中正區館前路46號,0,1,1,C03,1,43.0,3.0,8,50,14.0,9.0
17796,107,6,5,8,56,2,05中正區,中正區館前路46號,0,1,2,C03,1,23.0,2.0,8,50,14.0,9.0
17797,107,6,7,8,1,2,05中正區,中正區公園路29號,0,2,1,B03,1,50.0,3.0,8,50,15.0,18.0
17798,107,6,7,8,1,2,05中正區,中正區公園路29號,0,2,2,H01,2,10.0,2.0,8,50,15.0,18.0
17799,107,6,7,8,1,2,05中正區,中正區公園路29號,0,2,3,H01,2,10.0,2.0,8,50,15.0,18.0
17800,107,6,15,17,34,2,05中正區,中正區博愛路與貴陽街1段口,0,1,1,B03,2,30.0,3.0,6,50,4.0,1.0
17801,107,6,15,17,34,2,05中正區,中正區博愛路與貴陽街1段口,0,1,2,C03,1,19.0,2.0,6,50,4.0,1.0
17802,107,5,22,7,10,2,05中正區,中正區貴陽街1段弘道中學側門,0,1,1,B03,1,63.0,3.0,8,50,14.0,9.0
17803,107,5,22,7,10,2,05中正區,中正區貴陽街1段弘道中學側門,0,1,2,C03,1,68.0,2.0,8,50,14.0,9.0
17804,107,5,21,16,25,2,05中正區,中正區中華路1段與忠孝西路1段口,0,1,2,C03,1,23.0,2.0,8,0,4.0,1.0
17805,107,5,21,16,25,2,05中正區,中正區中華路1段與忠孝西路1段口,0,1,1,G06,4,0.0,4.0,8,0,4.0,1.0
17806,107,5,22,7,52,2,05中正區,中正區市民高架道往東第49號燈桿前,0,1,1,B03,1,37.0,4.0,8,80,10.0,7.0
17807,107,5,22,7,52,2,05中正區,中正區市民高架道往東第49號燈桿前,0,1,2,B03,1,39.0,3.0,8,80,10.0,7.0
17808,107,5,22,7,52,2,05中正區,中正區市民高架道往東第49號燈桿前,0,1,3,B12,1,61.0,3.0,8,80,10.0,7.0
17809,107,5,22,7,52,2,05中正區,中正區市民高架道往東第49號燈桿前,0,1,4,H02,2,36.0,2.0,8,80,10.0,7.0
17810,107,5,22,9,40,2,05中正區,中正區忠孝東路1段7號,0,1,1,A04,1,62.0,3.0,8,40,14.0,8.0
17811,107,5,22,9,40,2,05中正區,中正區忠孝東路1段7號,0,1,2,H02,2,75.0,2.0,8,40,14.0,8.0
17812,107,6,12,9,30,2,05中正區,中正區杭州南路1段77巷口,0,2,1,C03,2,66.0,2.0,8,50,14.0,9.0
17813,107,6,12,9,30,2,05中正區,中正區杭州南路1段77巷口,0,2,2,C03,2,47.0,2.0,8,50,14.0,9.0
17814,107,5,17,20,50,2,05中正區,中正區仁愛路1段與金山南路1段口,0,1,1,B01,1,49.0,3.0,7,50,4.0,1.0
17815,107,5,17,20,50,2,05中正區,中正區仁愛路1段與金山南路1段口,0,1,2,C03,1,31.0,2.0,7,50,4.0,1.0
17816,107,5,23,20,15,2,05中正區,中正區仁愛路2段與金山南路1段口,0,1,1,E01,1,31.0,3.0,7,50,4.0,1.0
17817,107,5,23,20,15,2,05中正區,中正區仁愛路2段與金山南路1段口,0,1,2,C03,1,21.0,2.0,7,50,4.0,1.0
17818,107,5,25,11,5,2,05中正區,中正區金山南路1段125號前,0,2,1,C03,1,21.0,2.0,8,50,14.0,9.0
17819,107,5,25,11,5,2,05中正區,中正區金山南路1段125號前,0,2,2,C03,1,28.0,2.0,8,50,14.0,9.0
17820,107,5,31,15,45,2,05中正區,中正區桃源街與長沙街1段口,0,1,1,B03,1,59.0,3.0,8,50,14.0,9.0
17821,107,5,31,15,45,2,05中正區,中正區桃源街與長沙街1段口,0,1,2,B03,2,40.0,2.0,8,50,14.0,9.0
17822,107,6,5,16,25,2,05中正區,中正區中山南路與貴陽街1段口,0,2,1,B02,2,34.0,3.0,8,50,3.0,1.0
17823,107,6,5,16,25,2,05中正區,中正區中山南路與貴陽街1段口,0,2,2,C03,1,18.0,2.0,8,50,3.0,1.0
17824,107,6,5,16,25,2,05中正區,中正區中山南路與貴陽街1段口,0,2,3,H02,2,18.0,2.0,8,50,3.0,1.0
17825,107,6,7,13,30,2,05中正區,中正區博愛路與重慶南路1段126巷口,0,1,1,C03,2,32.0,2.0,8,50,3.0,1.0
17826,107,6,7,13,30,2,05中正區,中正區博愛路與重慶南路1段126巷口,0,1,2,B03,1,61.0,3.0,8,50,3.0,1.0
17827,107,5,21,23,43,2,05中正區,中正區市民大道1段與市民大道1段口捷運M2出口,0,1,1,C03,1,52.0,2.0,8,40,3.0,2.0
17828,107,5,21,23,43,2,05中正區,中正區市民大道1段與市民大道1段口捷運M2出口,0,1,2,C03,1,22.0,3.0,8,40,3.0,2.0
17829,107,5,25,10,39,2,05中正區,中正區新生南路1段與信義路2段口,0,2,1,B03,1,24.0,2.0,8,50,4.0,1.0
17830,107,5,25,10,39,2,05中正區,中正區新生南路1段與信義路2段口,0,2,2,B03,1,44.0,4.0,8,50,4.0,1.0
17831,107,5,25,10,39,2,05中正區,中正區新生南路1段與信義路2段口,0,2,3,H02,2,40.0,2.0,8,50,4.0,1.0
17832,107,6,2,16,42,2,05中正區,中正區忠孝東路2段9號,0,2,1,B03,1,64.0,3.0,8,50,14.0,9.0
17833,107,6,2,16,42,2,05中正區,中正區忠孝東路2段9號,0,2,2,C03,1,48.0,2.0,8,50,14.0,9.0
17834,107,6,2,16,42,2,05中正區,中正區忠孝東路2段9號,0,2,3,C03,2,49.0,2.0,8,50,14.0,9.0
17835,107,6,2,22,50,2,05中正區,中正區忠孝東路2段123號,0,1,1,B03,2,23.0,3.0,8,50,14.0,8.0
17836,107,6,2,22,50,2,05中正區,中正區忠孝東路2段123號,0,1,2,F01,2,16.0,2.0,8,50,14.0,8.0
17837,107,6,7,8,48,2,05中正區,中正區重慶南路1段23巷15號,0,2,1,C03,1,60.0,2.0,8,40,14.0,9.0
17838,107,6,7,8,48,2,05中正區,中正區重慶南路1段23巷15號,0,2,2,C03,2,55.0,2.0,8,40,14.0,9.0
17839,107,5,23,12,20,2,05中正區,中正區武昌街1段36號,0,1,1,C02,1,26.0,3.0,8,50,14.0,9.0
17840,107,5,23,12,20,2,05中正區,中正區武昌街1段36號,0,1,2,H01,2,76.0,2.0,8,50,14.0,9.0
17841,107,5,29,14,30,2,05中正區,中正區市民高架道,0,1,1,C01,1,35.0,2.0,6,50,10.0,9.0
17842,107,5,29,14,30,2,05中正區,中正區市民高架道,0,1,2,B03,1,61.0,3.0,6,50,10.0,9.0
17843,107,5,29,14,30,2,05中正區,中正區市民高架道,0,1,3,B03,2,37.0,3.0,6,50,10.0,9.0
17844,107,6,4,12,15,2,05中正區,中正區中華路1段與貴陽街1段口,0,1,1,B03,1,34.0,3.0,8,50,14.0,9.0
17845,107,6,4,12,15,2,05中正區,中正區中華路1段與貴陽街1段口,0,1,2,C03,1,39.0,2.0,8,50,14.0,9.0
17846,107,6,9,20,45,2,05中正區,中正區懷寧街與重慶南路1段23巷口,0,1,2,C03,1,25.0,2.0,8,50,3.0,2.0
17847,107,6,9,20,45,2,05中正區,中正區懷寧街與重慶南路1段23巷口,0,1,1,C03,4,0.0,4.0,8,50,3.0,2.0
17848,107,6,10,4,0,2,05中正區,中正區忠孝東路2段與臨沂街口,0,1,1,B03,1,20.0,3.0,8,30,4.0,1.0
17849,107,6,10,4,0,2,05中正區,中正區忠孝東路2段與臨沂街口,0,1,2,B01,1,58.0,2.0,8,30,4.0,1.0
17850,107,6,10,3,19,2,05中正區,中正區忠孝東路2段與臨沂街口,0,1,1,A41,1,34.0,3.0,8,50,4.0,1.0
17851,107,6,10,3,19,2,05中正區,中正區忠孝東路2段與臨沂街口,0,1,2,B01,1,48.0,2.0,8,50,4.0,1.0
17852,107,6,10,16,30,2,05中正區,中正區市民大道2段與天津街口,0,1,1,B03,2,49.0,3.0,7,40,4.0,2.0
17853,107,6,10,16,30,2,05中正區,中正區市民大道2段與天津街口,0,1,2,C03,1,27.0,2.0,7,40,4.0,2.0
17854,107,6,10,22,59,2,05中正區,中正區重慶南路1段與開封街1段口,0,2,1,C03,1,20.0,3.0,7,50,4.0,1.0
17855,107,6,10,22,59,2,05中正區,中正區重慶南路1段與開封街1段口,0,2,2,C03,2,24.0,2.0,7,50,4.0,1.0
17856,107,6,10,22,59,2,05中正區,中正區重慶南路1段與開封街1段口,0,2,3,H02,2,18.0,2.0,7,50,4.0,1.0
17857,107,6,11,15,37,2,05中正區,中正區重慶南路1段與忠孝西路1段口,0,1,1,B03,1,39.0,3.0,7,50,4.0,1.0
17858,107,6,11,15,37,2,05中正區,中正區重慶南路1段與忠孝西路1段口,0,1,2,C02,1,40.0,2.0,7,50,4.0,1.0
17859,107,5,19,12,30,2,05中正區,中正區許昌街與公園路口,0,1,1,B01,1,59.0,3.0,8,50,4.0,1.0
17860,107,5,19,12,30,2,05中正區,中正區許昌街與公園路口,0,1,2,H03,1,59.0,2.0,8,50,4.0,1.0
17861,107,5,23,18,50,2,05中正區,中正區市民大道1段168號,0,1,1,C03,1,21.0,2.0,8,40,3.0,1.0
17862,107,5,23,18,50,2,05中正區,中正區市民大道1段168號,0,1,2,B03,1,63.0,3.0,8,40,3.0,1.0
17863,107,5,23,18,50,2,05中正區,中正區市民大道1段168號,0,1,3,A04,1,55.0,3.0,8,40,3.0,1.0
17864,107,5,23,18,50,2,05中正區,中正區市民大道1段168號,0,1,4,B03,1,45.0,3.0,8,40,3.0,1.0
17865,107,5,25,18,15,2,05中正區,中正區新生南路1段12巷與新生南路1段口,0,1,1,C03,1,21.0,3.0,8,50,3.0,1.0
17866,107,5,25,18,15,2,05中正區,中正區新生南路1段12巷與新生南路1段口,0,1,2,C03,1,63.0,2.0,8,50,3.0,1.0
17867,107,5,25,18,15,2,05中正區,中正區新生南路1段12巷與新生南路1段口,0,1,3,B03,1,29.0,3.0,8,50,3.0,1.0
17868,107,6,6,17,0,2,05中正區,中正區鎮江街與鎮江街1巷口,0,1,1,B03,1,69.0,3.0,8,40,3.0,1.0
17869,107,6,6,17,0,2,05中正區,中正區鎮江街與鎮江街1巷口,0,1,2,C03,1,24.0,2.0,8,40,3.0,1.0
17870,107,6,11,16,10,2,05中正區,中正區市民大道1段與中山北路1段口,0,1,1,C03,1,59.0,3.0,6,40,4.0,1.0
17871,107,6,11,16,10,2,05中正區,中正區市民大道1段與中山北路1段口,0,1,2,C04,2,38.0,2.0,6,40,4.0,1.0
17872,107,5,21,7,18,2,05中正區,中正區忠孝東路1段138號,0,1,1,B01,1,61.0,3.0,8,40,14.0,8.0
17873,107,5,21,7,18,2,05中正區,中正區忠孝東路1段138號,0,1,2,H01,2,61.0,2.0,8,40,14.0,8.0
17874,107,5,22,11,59,2,05中正區,中正區中山北路1段與市民大道1段口,0,1,1,C03,1,27.0,3.0,8,40,4.0,2.0
17875,107,5,22,11,59,2,05中正區,中正區中山北路1段與市民大道1段口,0,1,2,C03,1,32.0,3.0,8,40,4.0,2.0
17876,107,5,22,11,59,2,05中正區,中正區中山北路1段與市民大道1段口,0,1,3,B02,1,37.0,3.0,8,40,4.0,2.0
17877,107,5,22,11,59,2,05中正區,中正區中山北路1段與市民大道1段口,0,1,4,H02,2,30.0,2.0,8,40,4.0,2.0
17878,107,5,22,13,25,2,05中正區,中正區貴陽街1段(法務部停車場出入口),0,1,1,C03,1,19.0,3.0,8,50,14.0,9.0
17879,107,5,22,13,25,2,05中正區,中正區貴陽街1段(法務部停車場出入口),0,1,2,C03,1,64.0,2.0,8,50,14.0,9.0
17880,107,6,1,12,5,2,05中正區,中正區重慶南路1段與漢口街1段口,0,1,1,A05,1,50.0,3.0,7,50,4.0,2.0
17881,107,6,1,12,5,2,05中正區,中正區重慶南路1段與漢口街1段口,0,1,2,H01,2,71.0,2.0,7,50,4.0,2.0
17882,107,6,30,14,42,2,05中正區,中正區中山南路與忠孝東路1段口,0,1,2,C03,1,30.0,2.0,6,50,4.0,1.0
17883,107,6,5,7,5,2,05中正區,中正區忠孝西路1段與重慶南路1段口,0,1,1,B03,1,36.0,3.0,8,50,4.0,2.0
17884,107,6,5,7,5,2,05中正區,中正區忠孝西路1段與重慶南路1段口,0,1,2,H01,2,16.0,2.0,8,50,4.0,2.0
17885,107,6,15,12,20,2,05中正區,中正區忠孝西路1段與重慶南路1段口,0,1,1,B01,1,60.0,3.0,7,50,4.0,1.0
17886,107,6,15,12,20,2,05中正區,中正區忠孝西路1段與重慶南路1段口,0,1,2,C03,2,59.0,2.0,7,50,4.0,1.0
17887,107,6,15,12,20,2,05中正區,中正區忠孝西路1段與重慶南路1段口,0,1,3,,3,0.0,,7,50,4.0,1.0
17888,107,6,21,21,55,2,05中正區,中正區濟南路2段與濟南路2段口無名巷,0,1,1,B03,1,66.0,3.0,6,50,3.0,1.0
17889,107,6,21,21,55,2,05中正區,中正區濟南路2段與濟南路2段口無名巷,0,1,2,C03,1,27.0,2.0,6,50,3.0,1.0
17890,107,6,21,21,55,2,05中正區,中正區濟南路2段與濟南路2段口無名巷,0,1,3,B03,1,61.0,3.0,6,50,3.0,1.0
17891,107,6,23,16,15,2,05中正區,中正區愛國西路與博愛路口,0,1,1,B03,1,35.0,3.0,8,50,4.0,1.0
17892,107,6,2,15,25,2,05中正區,中正區忠孝西路1段與重慶南路1段口,0,1,2,C03,1,33.0,2.0,8,50,4.0,2.0
17893,107,6,2,15,25,2,05中正區,中正區忠孝西路1段與重慶南路1段口,0,1,1,,3,0.0,,8,50,4.0,2.0
17894,107,6,2,16,30,2,05中正區,中正區林森南路4號,0,1,1,B03,1,46.0,3.0,8,50,14.0,9.0
17895,107,6,2,16,30,2,05中正區,中正區林森南路4號,0,1,2,C03,1,27.0,2.0,8,50,14.0,9.0
17896,107,6,4,12,50,2,05中正區,中正區承德路1段與鄭州路口,0,1,1,C03,2,22.0,2.0,8,40,4.0,2.0
17897,107,6,4,12,50,2,05中正區,中正區承德路1段與鄭州路口,0,1,2,C03,1,40.0,3.0,8,40,4.0,2.0
17898,107,6,10,14,30,2,05中正區,中正區市民大道2段往東(281號燈桿前),0,1,1,C03,2,54.0,2.0,6,40,14.0,9.0
17899,107,6,10,14,30,2,05中正區,中正區市民大道2段往東(281號燈桿前),0,1,2,B03,1,37.0,3.0,6,40,14.0,9.0
17900,107,6,13,10,53,2,05中正區,中正區忠孝西路1段與重慶南路1段口,0,1,1,C03,1,21.0,2.0,8,50,4.0,2.0
17901,107,6,13,10,53,2,05中正區,中正區忠孝西路1段與重慶南路1段口,0,1,2,B01,1,57.0,3.0,8,50,4.0,2.0
17902,107,5,25,18,9,2,05中正區,中正區中山南路與仁愛路1段口,0,2,1,C03,2,28.0,2.0,8,50,5.0,2.0
17903,107,5,25,18,9,2,05中正區,中正區中山南路與仁愛路1段口,0,2,2,C03,1,55.0,2.0,8,50,5.0,2.0
17904,107,5,29,9,7,2,05中正區,中正區林森南路與青島東路口,0,1,1,B03,1,38.0,3.0,8,50,4.0,1.0
17905,107,5,29,9,7,2,05中正區,中正區林森南路與青島東路口,0,1,2,C03,2,36.0,2.0,8,50,4.0,1.0
17906,107,6,6,16,15,2,05中正區,中正區中山南路與信義路1段口,0,1,1,C03,2,40.0,2.0,6,50,5.0,1.0
17907,107,6,6,16,15,2,05中正區,中正區中山南路與信義路1段口,0,1,2,C03,1,29.0,3.0,6,50,5.0,1.0
17908,107,6,6,16,15,2,05中正區,中正區中山南路與信義路1段口,0,1,3,B03,1,43.0,3.0,6,50,5.0,1.0
17909,107,6,9,11,53,2,05中正區,中正區紹興南街與濟南路1段口,0,1,1,B03,1,64.0,3.0,8,50,4.0,2.0
17910,107,6,9,11,53,2,05中正區,中正區紹興南街與濟南路1段口,0,1,2,F01,2,59.0,2.0,8,50,4.0,2.0
17911,107,6,12,16,5,2,05中正區,中正區中山南路與信義路1段口,0,1,1,B01,1,64.0,3.0,8,50,4.0,2.0
17912,107,6,12,16,5,2,05中正區,中正區中山南路與信義路1段口,0,1,3,H02,2,29.0,2.0,8,50,4.0,2.0
17913,107,6,12,16,5,2,05中正區,中正區中山南路與信義路1段口,0,1,2,C03,1,28.0,3.0,8,50,4.0,2.0
17914,107,5,22,8,40,2,05中正區,中正區市民大道1段與天津街口,0,1,1,B03,1,24.0,3.0,8,50,4.0,1.0
17915,107,5,22,8,40,2,05中正區,中正區市民大道1段與天津街口,0,1,2,C03,1,26.0,2.0,8,50,4.0,1.0
17916,107,5,22,17,0,2,05中正區,中正區中山南路與忠孝西路1段口,0,1,1,C03,2,26.0,3.0,8,50,4.0,1.0
17917,107,5,22,17,0,2,05中正區,中正區中山南路與忠孝西路1段口,0,1,2,C03,2,24.0,2.0,8,50,4.0,1.0
17918,107,5,26,19,37,2,05中正區,中正區忠孝東路2段與金山南路1段口,0,1,1,C03,1,26.0,2.0,8,50,4.0,2.0
17919,107,5,26,19,37,2,05中正區,中正區忠孝東路2段與金山南路1段口,0,1,2,B01,1,48.0,3.0,8,50,4.0,2.0
17920,107,6,7,21,25,2,05中正區,中正區重慶南路1段與襄陽路口,0,1,1,B03,1,58.0,3.0,8,50,3.0,2.0
17921,107,6,7,21,25,2,05中正區,中正區重慶南路1段與襄陽路口,0,1,2,C03,2,21.0,2.0,8,50,3.0,2.0
17922,107,6,13,15,38,2,05中正區,中正區中山南路自由廣場前,0,1,1,B01,1,36.0,3.0,8,50,14.0,8.0
17923,107,6,13,15,38,2,05中正區,中正區中山南路自由廣場前,0,1,2,C03,1,19.0,3.0,8,50,14.0,8.0
17924,107,6,13,15,38,2,05中正區,中正區中山南路自由廣場前,0,1,3,H02,2,20.0,2.0,8,50,14.0,8.0
17925,107,6,15,11,45,2,05中正區,中正區中山南路與青島東路口,0,2,1,C03,2,21.0,2.0,6,50,4.0,2.0
17926,107,6,15,11,45,2,05中正區,中正區中山南路與青島東路口,0,2,2,B01,1,47.0,3.0,6,50,4.0,2.0
17927,107,6,15,11,45,2,05中正區,中正區中山南路與青島東路口,0,2,3,C03,1,34.0,3.0,6,50,4.0,2.0
17928,107,6,15,11,45,2,05中正區,中正區中山南路與青島東路口,0,2,4,C03,2,23.0,2.0,6,50,4.0,2.0
17929,107,5,25,6,0,2,05中正區,中正區重慶南路1段與沅陵街口,0,1,1,C03,1,26.0,2.0,8,50,3.0,2.0
17930,107,5,25,6,0,2,05中正區,中正區重慶南路1段與沅陵街口,0,1,2,,3,0.0,,8,50,3.0,2.0
17931,107,5,25,18,50,2,05中正區,中正區中山北路1段與市民大道2段口,0,2,1,C03,1,21.0,2.0,7,40,4.0,1.0
17932,107,5,25,18,50,2,05中正區,中正區中山北路1段與市民大道2段口,0,2,2,C03,1,29.0,2.0,7,40,4.0,1.0
17933,107,5,31,16,14,2,05中正區,中正區中山南路與仁愛路1段口,0,1,1,C03,2,33.0,3.0,8,50,14.0,9.0
17934,107,5,31,16,14,2,05中正區,中正區中山南路與仁愛路1段口,0,1,2,C03,2,55.0,2.0,8,50,14.0,9.0
17935,107,6,11,17,48,2,05中正區,中正區公園路與貴陽街1段口,0,2,1,C02,1,39.0,2.0,8,50,4.0,2.0
17936,107,6,11,17,48,2,05中正區,中正區公園路與貴陽街1段口,0,2,2,C03,1,30.0,2.0,8,50,4.0,2.0
17937,107,6,12,8,22,2,05中正區,中正區新生南路1段與濟南路2段口,0,1,1,C03,1,22.0,2.0,8,50,4.0,1.0
17938,107,6,12,8,22,2,05中正區,中正區新生南路1段與濟南路2段口,0,1,2,C03,1,27.0,3.0,8,50,4.0,1.0
17939,107,6,12,8,22,2,05中正區,中正區新生南路1段與濟南路2段口,0,1,3,B03,1,55.0,3.0,8,50,4.0,1.0
17940,107,6,19,15,37,2,05中正區,中正區中華路1段47號,0,2,1,B03,1,31.0,3.0,8,50,14.0,9.0
17941,107,6,19,15,37,2,05中正區,中正區中華路1段47號,0,2,2,C03,2,51.0,2.0,8,50,14.0,9.0
17942,107,6,19,15,37,2,05中正區,中正區中華路1段47號,0,2,3,H03,2,25.0,2.0,8,50,14.0,9.0
17943,107,6,19,18,0,2,05中正區,中正區市民大道3段與新生南路1段口光華商場前,0,1,1,F01,1,26.0,2.0,8,50,4.0,2.0
17944,107,6,19,18,0,2,05中正區,中正區市民大道3段與新生南路1段口光華商場前,0,1,2,C03,1,22.0,3.0,8,50,4.0,2.0
17945,107,5,28,6,30,2,05中正區,中正區忠孝東路1段與新生南路1段口,0,1,1,C02,1,28.0,3.0,8,50,14.0,9.0
17946,107,5,28,6,30,2,05中正區,中正區忠孝東路1段與新生南路1段口,0,1,2,C03,1,65.0,2.0,8,50,14.0,9.0
17947,107,5,28,6,30,2,05中正區,中正區忠孝東路1段與新生南路1段口,0,1,3,C03,1,42.0,4.0,8,50,14.0,9.0
17948,107,6,2,18,50,2,05中正區,中正區金山北路市民高架下籃球場旁,0,1,1,C03,2,28.0,2.0,8,50,14.0,9.0
17949,107,6,2,18,50,2,05中正區,中正區金山北路市民高架下籃球場旁,0,1,2,C03,2,24.0,3.0,8,50,14.0,9.0
17950,107,6,2,18,50,2,05中正區,中正區金山北路市民高架下籃球場旁,0,1,3,C03,1,25.0,3.0,8,50,14.0,9.0
17951,107,5,28,19,10,2,05中正區,中正區開封街1段112號,0,2,1,C03,1,48.0,2.0,8,50,14.0,9.0
17952,107,5,28,19,10,2,05中正區,中正區開封街1段112號,0,2,2,C03,1,31.0,2.0,8,50,14.0,9.0
17953,107,6,30,14,42,2,05中正區,中正區中山南路與忠孝東路1段口,0,1,1,B03,1,51.0,3.0,6,50,4.0,1.0
17954,107,6,23,16,15,2,05中正區,中正區愛國西路與博愛路口,0,1,2,C03,1,35.0,2.0,8,50,4.0,1.0
17955,107,6,23,17,50,2,05中正區,中正區市民大道1段168號,0,3,1,C03,1,34.0,2.0,8,40,14.0,6.0
17956,107,6,23,17,50,2,05中正區,中正區市民大道1段168號,0,3,2,C03,1,26.0,2.0,8,40,14.0,6.0
17957,107,6,23,17,50,2,05中正區,中正區市民大道1段168號,0,3,3,H02,2,62.0,2.0,8,40,14.0,6.0
17958,107,6,24,17,30,2,05中正區,中正區北平東路與林森北路口,0,2,1,C03,2,62.0,2.0,8,50,14.0,9.0
17959,107,6,24,17,30,2,05中正區,中正區北平東路與林森北路口,0,2,2,B12,1,36.0,3.0,8,50,14.0,9.0
17960,107,6,24,17,30,2,05中正區,中正區北平東路與林森北路口,0,2,3,H02,2,60.0,2.0,8,50,14.0,9.0
17961,107,6,24,17,30,2,05中正區,中正區北平東路與林森北路口,0,2,4,B03,1,60.0,4.0,8,50,14.0,9.0
17962,107,6,1,21,29,2,05中正區,中正區新生南路1段170巷與信義路2段243巷口,0,1,1,C03,1,45.0,2.0,8,30,4.0,1.0
17963,107,6,1,21,29,2,05中正區,中正區新生南路1段170巷與信義路2段243巷口,0,1,2,C03,1,29.0,3.0,8,30,4.0,1.0
17964,107,6,3,16,32,2,05中正區,中正區中山南路與仁愛路1段口,0,2,1,B02,1,32.0,2.0,8,50,5.0,1.0
17965,107,6,3,16,32,2,05中正區,中正區中山南路與仁愛路1段口,0,2,2,B03,1,44.0,3.0,8,50,5.0,1.0
17966,107,6,3,16,32,2,05中正區,中正區中山南路與仁愛路1段口,0,2,3,H02,2,44.0,2.0,8,50,5.0,1.0
17967,107,6,3,22,34,2,05中正區,中正區重慶南路1段與漢口街1段口,0,1,1,B03,1,25.0,3.0,8,50,4.0,1.0
17968,107,6,3,22,34,2,05中正區,中正區重慶南路1段與漢口街1段口,0,1,2,C03,1,42.0,2.0,8,50,4.0,1.0
17969,107,6,4,17,5,2,05中正區,中正區中山南路與信義路1段口,0,2,1,C03,1,22.0,2.0,8,50,5.0,1.0
17970,107,6,4,17,5,2,05中正區,中正區中山南路與信義路1段口,0,2,2,B03,2,68.0,3.0,8,50,5.0,1.0
17971,107,6,4,17,5,2,05中正區,中正區中山南路與信義路1段口,0,2,3,H02,2,21.0,2.0,8,50,5.0,1.0
17972,107,6,8,6,48,2,05中正區,中正區信義路1段與杭州南路1段口,0,1,1,C03,1,26.0,3.0,8,50,4.0,2.0
17973,107,6,8,6,48,2,05中正區,中正區信義路1段與杭州南路1段口,0,1,2,F01,2,74.0,2.0,8,50,4.0,2.0
17974,107,6,9,8,39,2,05中正區,中正區博愛路與貴陽街1段口,0,1,1,F01,4,0.0,4.0,8,0,15.0,22.0
17975,107,6,9,8,39,2,05中正區,中正區博愛路與貴陽街1段口,0,1,2,F01,2,24.0,2.0,8,0,15.0,22.0
17976,107,6,15,14,44,2,05中正區,中正區仁愛路1段與杭州南路1段口,0,1,1,B03,1,65.0,3.0,7,50,4.0,2.0
17977,107,6,15,14,44,2,05中正區,中正區仁愛路1段與杭州南路1段口,0,1,2,H01,2,52.0,2.0,7,50,4.0,2.0
17978,107,6,15,18,9,2,05中正區,中正區凱達格蘭大道與公園路口,0,1,1,B01,1,63.0,3.0,7,50,14.0,9.0
17979,107,6,15,18,9,2,05中正區,中正區凱達格蘭大道與公園路口,0,1,2,C03,2,29.0,2.0,7,50,14.0,9.0
17980,107,6,16,16,50,2,05中正區,中正區中山南路與徐州路口,0,1,1,C03,1,31.0,2.0,8,50,4.0,1.0
17981,107,6,16,16,50,2,05中正區,中正區中山南路與徐州路口,0,1,2,B03,1,54.0,3.0,8,50,4.0,1.0
17982,107,6,20,8,16,2,05中正區,中正區濟南路1段2-2號,0,2,1,C03,1,45.0,2.0,8,50,14.0,9.0
17983,107,6,20,8,16,2,05中正區,中正區濟南路1段2-2號,0,2,2,C03,1,54.0,2.0,8,50,14.0,9.0
17984,107,6,6,7,42,2,05中正區,中正區信義路1段與紹興南街口,0,1,1,B03,1,36.0,3.0,8,50,3.0,2.0
17985,107,6,6,7,42,2,05中正區,中正區信義路1段與紹興南街口,0,1,2,C03,1,57.0,2.0,8,50,3.0,2.0
17986,107,6,20,10,57,2,05中正區,中正區北平東路24號對面,0,2,1,,3,0.0,,7,0,14.0,7.0
17987,107,6,20,10,57,2,05中正區,中正區北平東路24號對面,0,2,2,C03,1,76.0,2.0,7,0,14.0,7.0
17988,107,6,20,10,57,2,05中正區,中正區北平東路24號對面,0,2,3,C03,1,38.0,2.0,7,0,14.0,7.0
17989,107,6,21,8,40,2,05中正區,中正區中華路1段與忠孝西路1段口,0,1,1,C03,2,41.0,2.0,8,50,14.0,9.0
17990,107,6,21,8,40,2,05中正區,中正區中華路1段與忠孝西路1段口,0,1,2,B03,1,29.0,3.0,8,50,14.0,9.0
17991,107,6,25,20,34,2,05中正區,中正區忠孝東路1段85號,0,1,1,B01,1,65.0,3.0,8,50,14.0,8.0
17992,107,6,25,20,34,2,05中正區,中正區忠孝東路1段85號,0,1,2,C03,1,45.0,2.0,8,50,14.0,8.0
17993,107,6,11,18,28,2,05中正區,中正區新生北路1段與八德路1段口,0,1,1,A02,1,26.0,3.0,7,50,14.0,10.0
17994,107,6,11,18,28,2,05中正區,中正區新生北路1段與八德路1段口,0,1,2,H01,2,94.0,2.0,7,50,14.0,10.0
17995,107,6,12,21,57,2,05中正區,中正區新生南路1段與仁愛路2段口,0,1,1,B01,1,59.0,3.0,7,50,4.0,1.0
